2024-03-11 16:07:25 - target 1: x: 0, y: 0

2024-03-11 16:17:11 - target 7: x: 62, y: 5

2024-03-11 16:17:11 - target 8: x: 118, y: 8

2024-03-11 16:17:11 - target 9: x: 0, y: 0

2024-03-11 16:17:11 - drone x: 10, y: 10

2024-03-11 16:17:11 - Height x: 38, width y: 151

2024-03-11 16:17:11 - world loop 248

2024-03-11 16:17:13 - target 1: x: 140, y: 4

2024-03-11 16:17:13 - target 2: x: 102, y: 5

2024-03-11 16:17:13 - target 3: x: 52, y: 35

2024-03-11 16:17:13 - target 4: x: 59, y: 21

2024-03-11 16:17:13 - target 5: x: 139, y: 8

2024-03-11 16:17:13 - target 6: x: 108, y: 7

2024-03-11 16:17:13 - target 7: x: 62, y: 5

2024-03-11 16:17:13 - target 8: x: 118, y: 8

2024-03-11 16:17:13 - target 9: x: 0, y: 0

2024-03-11 16:17:13 - drone x: 10, y: 10

2024-03-11 16:17:13 - Height x: 38, width y: 151

2024-03-11 16:17:13 - world loop 248

2024-03-11 16:17:14 - target 1: x: 140, y: 4

2024-03-11 16:17:14 - target 2: x: 102, y: 5

2024-03-11 16:17:14 - target 3: x: 52, y: 35

2024-03-11 16:17:14 - target 4: x: 59, y: 21

2024-03-11 16:17:14 - target 5: x: 139, y: 8

2024-03-11 16:17:14 - target 6: x: 108, y: 7

2024-03-11 16:17:14 - target 7: x: 62, y: 5

2024-03-11 16:17:14 - target 8: x: 118, y: 8

2024-03-11 16:17:14 - target 9: x: 0, y: 0

2024-03-11 16:17:14 - drone x: 10, y: 10

2024-03-11 16:17:14 - Height x: 38, width y: 151

2024-03-11 16:17:14 - world loop 248

2024-03-11 16:17:15 - target 1: x: 140, y: 4

2024-03-11 16:17:15 - target 2: x: 102, y: 5

2024-03-11 16:17:15 - target 3: x: 52, y: 35

2024-03-11 16:17:15 - target 4: x: 59, y: 21

2024-03-11 16:17:15 - target 5: x: 139, y: 8

2024-03-11 16:17:15 - target 6: x: 108, y: 7

2024-03-11 16:17:15 - target 7: x: 62, y: 5

2024-03-11 16:17:15 - target 8: x: 118, y: 8

2024-03-11 16:17:15 - target 9: x: 0, y: 0

2024-03-11 16:17:15 - drone x: 11, y: 10

2024-03-11 16:17:15 - Height x: 38, width y: 151

2024-03-11 16:17:15 - world loop 248

2024-03-11 16:17:16 - target 1: x: 140, y: 4

2024-03-11 16:17:16 - target 2: x: 102, y: 5

2024-03-11 16:17:16 - target 3: x: 52, y: 35

2024-03-11 16:17:16 - target 4: x: 59, y: 21

2024-03-11 16:17:16 - target 5: x: 139, y: 8

2024-03-11 16:17:16 - target 6: x: 108, y: 7

2024-03-11 16:17:16 - target 7: x: 62, y: 5

2024-03-11 16:17:16 - target 8: x: 118, y: 8

2024-03-11 16:17:16 - target 9: x: 0, y: 0

2024-03-11 16:17:16 - drone x: 11, y: 10

2024-03-11 16:17:16 - Height x: 38, width y: 151

2024-03-11 16:17:16 - world loop 248

2024-03-11 16:17:17 - target 1: x: 140, y: 4

2024-03-11 16:17:17 - target 2: x: 102, y: 5

2024-03-11 16:17:17 - target 3: x: 52, y: 35

2024-03-11 16:17:17 - target 4: x: 59, y: 21

2024-03-11 16:17:17 - target 5: x: 139, y: 8

2024-03-11 16:17:17 - target 6: x: 108, y: 7

2024-03-11 16:17:17 - target 7: x: 62, y: 5

2024-03-11 16:17:17 - target 8: x: 118, y: 8

2024-03-11 16:17:17 - target 9: x: 0, y: 0

2024-03-11 16:17:17 - drone x: 12, y: 10

2024-03-11 16:17:17 - Height x: 38, width y: 151

2024-03-11 16:17:17 - world loop 248

2024-03-11 16:17:19 - target 1: x: 140, y: 4

2024-03-11 16:17:19 - target 2: x: 102, y: 5

2024-03-11 16:17:19 - target 3: x: 52, y: 35

2024-03-11 16:17:19 - target 4: x: 59, y: 21

2024-03-11 16:17:19 - target 5: x: 139, y: 8

2024-03-11 16:17:19 - target 6: x: 108, y: 7

2024-03-11 16:17:19 - target 7: x: 62, y: 5

2024-03-11 16:17:19 - target 8: x: 118, y: 8

2024-03-11 16:17:19 - target 9: x: 0, y: 0

2024-03-11 16:17:19 - drone x: 12, y: 10

2024-03-11 16:17:19 - Height x: 38, width y: 151

2024-03-11 16:17:19 - world loop 248

2024-03-11 16:17:20 - target 1: x: 140, y: 4

2024-03-11 16:17:20 - target 2: x: 102, y: 5

2024-03-11 16:17:20 - target 3: x: 52, y: 35

2024-03-11 16:17:20 - target 4: x: 59, y: 21

2024-03-11 16:17:20 - target 5: x: 139, y: 8

2024-03-11 16:17:20 - target 6: x: 108, y: 7

2024-03-11 16:17:20 - target 7: x: 62, y: 5

2024-03-11 16:17:20 - target 8: x: 118, y: 8

2024-03-11 16:17:20 - target 9: x: 0, y: 0

2024-03-11 16:17:20 - drone x: 13, y: 10

2024-03-11 16:17:20 - Height x: 38, width y: 151

2024-03-11 16:17:20 - world loop 248

2024-03-11 16:17:21 - target 1: x: 140, y: 4

2024-03-11 16:17:21 - target 2: x: 102, y: 5

2024-03-11 16:17:21 - target 3: x: 52, y: 35

2024-03-11 16:17:21 - target 4: x: 59, y: 21

2024-03-11 16:17:21 - target 5: x: 139, y: 8

2024-03-11 16:17:21 - target 6: x: 108, y: 7

2024-03-11 16:17:21 - target 7: x: 62, y: 5

2024-03-11 16:17:21 - target 8: x: 118, y: 8

2024-03-11 16:17:21 - target 9: x: 0, y: 0

2024-03-11 16:17:21 - drone x: 14, y: 10

2024-03-11 16:17:21 - Height x: 38, width y: 151

2024-03-11 16:17:21 - world loop 248

2024-03-11 16:17:22 - target 1: x: 140, y: 4

2024-03-11 16:17:22 - target 2: x: 102, y: 5

2024-03-11 16:17:22 - target 3: x: 52, y: 35

2024-03-11 16:17:22 - target 4: x: 59, y: 21

2024-03-11 16:17:22 - target 5: x: 139, y: 8

2024-03-11 16:17:22 - target 6: x: 108, y: 7

2024-03-11 16:17:22 - target 7: x: 62, y: 5

2024-03-11 16:17:22 - target 8: x: 118, y: 8

2024-03-11 16:17:22 - target 9: x: 0, y: 0

2024-03-11 16:17:22 - drone x: 14, y: 10

2024-03-11 16:17:22 - Height x: 38, width y: 151

2024-03-11 16:17:22 - world loop 248

2024-03-11 16:17:25 - target 1: x: 140, y: 4

2024-03-11 16:17:25 - target 2: x: 102, y: 5

2024-03-11 16:17:25 - target 3: x: 52, y: 35

2024-03-11 16:17:25 - target 4: x: 59, y: 21

2024-03-11 16:17:25 - target 5: x: 139, y: 8

2024-03-11 16:17:25 - target 6: x: 108, y: 7

2024-03-11 16:17:25 - target 7: x: 62, y: 5

2024-03-11 16:17:25 - target 8: x: 118, y: 8

2024-03-11 16:17:25 - target 9: x: 0, y: 0

2024-03-11 16:17:25 - drone x: 15, y: 10

2024-03-11 16:17:25 - Height x: 38, width y: 151

2024-03-11 16:17:25 - world loop 248

2024-03-11 16:17:27 - target 1: x: 140, y: 4

2024-03-11 16:17:27 - target 2: x: 102, y: 5

2024-03-11 16:17:27 - target 3: x: 52, y: 35

2024-03-11 16:17:27 - target 4: x: 59, y: 21

2024-03-11 16:17:27 - target 5: x: 139, y: 8

2024-03-11 16:17:27 - target 6: x: 108, y: 7

2024-03-11 16:17:27 - target 7: x: 62, y: 5

2024-03-11 16:17:27 - target 8: x: 118, y: 8

2024-03-11 16:17:27 - target 9: x: 0, y: 0

2024-03-11 16:17:27 - drone x: 15, y: 10

2024-03-11 16:17:27 - Height x: 38, width y: 151

2024-03-11 16:17:27 - world loop 248

2024-03-11 16:17:29 - target 1: x: 140, y: 4

2024-03-11 16:17:29 - target 2: x: 102, y: 5

2024-03-11 16:17:29 - target 3: x: 52, y: 35

2024-03-11 16:17:29 - target 4: x: 59, y: 21

2024-03-11 16:17:29 - target 5: x: 139, y: 8

2024-03-11 16:17:29 - target 6: x: 108, y: 7

2024-03-11 16:17:29 - target 7: x: 62, y: 5

2024-03-11 16:17:29 - target 8: x: 118, y: 8

2024-03-11 16:17:29 - target 9: x: 0, y: 0

2024-03-11 16:17:29 - drone x: 16, y: 10

2024-03-11 16:17:29 - Height x: 38, width y: 151

2024-03-11 16:17:29 - world loop 248

2024-03-11 16:17:32 - target 1: x: 140, y: 4

2024-03-11 16:17:32 - target 2: x: 102, y: 5

2024-03-11 16:17:32 - target 3: x: 52, y: 35

2024-03-11 16:17:32 - target 4: x: 59, y: 21

2024-03-11 16:17:32 - target 5: x: 139, y: 8

2024-03-11 16:17:32 - target 6: x: 108, y: 7

2024-03-11 16:17:32 - target 7: x: 62, y: 5

2024-03-11 16:17:32 - target 8: x: 118, y: 8

2024-03-11 16:17:32 - target 9: x: 0, y: 0

2024-03-11 16:17:32 - drone x: 17, y: 10

2024-03-11 16:17:32 - Height x: 38, width y: 151

2024-03-11 16:17:32 - world loop 248

2024-03-11 16:17:34 - target 1: x: 140, y: 4

2024-03-11 16:17:34 - target 2: x: 102, y: 5

2024-03-11 16:17:34 - target 3: x: 52, y: 35

2024-03-11 16:17:34 - target 4: x: 59, y: 21

2024-03-11 16:17:34 - target 5: x: 139, y: 8

2024-03-11 16:17:34 - target 6: x: 108, y: 7

2024-03-11 16:17:34 - target 7: x: 62, y: 5

2024-03-11 16:17:34 - target 8: x: 118, y: 8

2024-03-11 16:17:34 - target 9: x: 0, y: 0

2024-03-11 16:17:34 - drone x: 17, y: 10

2024-03-11 16:17:34 - Height x: 38, width y: 151

2024-03-11 16:17:34 - world loop 248

2024-03-11 16:17:37 - target 1: x: 140, y: 4

2024-03-11 16:17:37 - target 2: x: 102, y: 5

2024-03-11 16:17:37 - target 3: x: 52, y: 35

2024-03-11 16:17:37 - target 4: x: 59, y: 21

2024-03-11 16:17:37 - target 5: x: 139, y: 8

2024-03-11 16:17:37 - target 6: x: 108, y: 7

2024-03-11 16:17:37 - target 7: x: 62, y: 5

2024-03-11 16:17:37 - target 8: x: 118, y: 8

2024-03-11 16:17:37 - target 9: x: 0, y: 0

2024-03-11 16:17:37 - drone x: 18, y: 10

2024-03-11 16:17:37 - Height x: 38, width y: 151

2024-03-11 16:17:37 - world loop 248

2024-03-11 16:17:39 - target 1: x: 140, y: 4

2024-03-11 16:17:39 - target 2: x: 102, y: 5

2024-03-11 16:17:39 - target 3: x: 52, y: 35

2024-03-11 16:17:39 - target 4: x: 59, y: 21

2024-03-11 16:17:39 - target 5: x: 139, y: 8

2024-03-11 16:17:39 - target 6: x: 108, y: 7

2024-03-11 16:17:39 - target 7: x: 62, y: 5

2024-03-11 16:17:39 - target 8: x: 118, y: 8

2024-03-11 16:17:39 - target 9: x: 0, y: 0

2024-03-11 16:17:39 - drone x: 18, y: 10

2024-03-11 16:17:39 - Height x: 38, width y: 151

2024-03-11 16:17:39 - world loop 248

2024-03-11 16:17:41 - target 1: x: 140, y: 4

2024-03-11 16:17:41 - target 2: x: 102, y: 5

2024-03-11 16:17:41 - target 3: x: 52, y: 35

2024-03-11 16:17:41 - target 4: x: 59, y: 21

2024-03-11 16:17:41 - target 5: x: 139, y: 8

2024-03-11 16:17:41 - target 6: x: 108, y: 7

2024-03-11 16:17:41 - target 7: x: 62, y: 5

2024-03-11 16:17:41 - target 8: x: 118, y: 8

2024-03-11 16:17:41 - target 9: x: 0, y: 0

2024-03-11 16:17:41 - drone x: 19, y: 10

2024-03-11 16:17:41 - Height x: 38, width y: 151

2024-03-11 16:17:41 - world loop 248

2024-03-11 16:17:44 - target 1: x: 140, y: 4

2024-03-11 16:17:44 - target 2: x: 102, y: 5

2024-03-11 16:17:44 - target 3: x: 52, y: 35

2024-03-11 16:17:44 - target 4: x: 59, y: 21

2024-03-11 16:17:44 - target 5: x: 139, y: 8

2024-03-11 16:17:44 - target 6: x: 108, y: 7

2024-03-11 16:17:44 - target 7: x: 62, y: 5

2024-03-11 16:17:44 - target 8: x: 118, y: 8

2024-03-11 16:17:44 - target 9: x: 0, y: 0

2024-03-11 16:17:44 - drone x: 20, y: 10

2024-03-11 16:17:44 - Height x: 38, width y: 151

2024-03-11 16:17:44 - world loop 248

2024-03-11 16:17:46 - target 1: x: 140, y: 4

2024-03-11 16:17:46 - target 2: x: 102, y: 5

2024-03-11 16:17:46 - target 3: x: 52, y: 35

2024-03-11 16:17:46 - target 4: x: 59, y: 21

2024-03-11 16:17:46 - target 5: x: 139, y: 8

2024-03-11 16:17:46 - target 6: x: 108, y: 7

2024-03-11 16:17:46 - target 7: x: 62, y: 5

2024-03-11 16:17:46 - target 8: x: 118, y: 8

2024-03-11 16:17:46 - target 9: x: 0, y: 0

2024-03-11 16:17:46 - drone x: 20, y: 10

2024-03-11 16:17:46 - Height x: 38, width y: 151

2024-03-11 16:17:46 - world loop 248

2024-03-11 16:17:49 - target 1: x: 109, y: 24

2024-03-11 16:17:49 - target 2: x: 33, y: 29

2024-03-11 16:17:49 - target 3: x: 97, y: 29

2024-03-11 16:17:49 - target 4: x: 18, y: 29

2024-03-11 16:17:49 - target 5: x: 145, y: 11

2024-03-11 16:17:49 - target 6: x: 75, y: 4

2024-03-11 16:17:49 - target 7: x: 61, y: 17

2024-03-11 16:17:49 - target 8: x: 60, y: 5

2024-03-11 16:17:49 - target 9: x: 0, y: 0

2024-03-11 16:17:49 - drone x: 21, y: 10

2024-03-11 16:17:49 - Height x: 38, width y: 151

2024-03-11 16:17:49 - world loop 248

2024-03-11 16:17:50 - target 1: x: 109, y: 24

2024-03-11 16:17:50 - target 2: x: 33, y: 29

2024-03-11 16:17:50 - target 3: x: 97, y: 29

2024-03-11 16:17:50 - target 4: x: 18, y: 29

2024-03-11 16:17:50 - target 5: x: 145, y: 11

2024-03-11 16:17:50 - target 6: x: 75, y: 4

2024-03-11 16:17:50 - target 7: x: 61, y: 17

2024-03-11 16:17:50 - target 8: x: 60, y: 5

2024-03-11 16:17:50 - target 9: x: 0, y: 0

2024-03-11 16:17:50 - drone x: 21, y: 10

2024-03-11 16:17:50 - Height x: 38, width y: 151

2024-03-11 16:17:50 - world loop 248

2024-03-11 16:17:51 - target 1: x: 109, y: 24

2024-03-11 16:17:51 - target 2: x: 33, y: 29

2024-03-11 16:17:51 - target 3: x: 97, y: 29

2024-03-11 16:17:51 - target 4: x: 18, y: 29

2024-03-11 16:17:51 - target 5: x: 145, y: 11

2024-03-11 16:17:51 - target 6: x: 75, y: 4

2024-03-11 16:17:51 - target 7: x: 61, y: 17

2024-03-11 16:17:51 - target 8: x: 60, y: 5

2024-03-11 16:17:51 - target 9: x: 0, y: 0

2024-03-11 16:17:51 - drone x: 22, y: 10

2024-03-11 16:17:51 - Height x: 38, width y: 151

2024-03-11 16:17:51 - world loop 248

2024-03-11 16:17:53 - target 1: x: 109, y: 24

2024-03-11 16:17:53 - target 2: x: 33, y: 29

2024-03-11 16:17:53 - target 3: x: 97, y: 29

2024-03-11 16:17:53 - target 4: x: 18, y: 29

2024-03-11 16:17:53 - target 5: x: 145, y: 11

2024-03-11 16:17:53 - target 6: x: 75, y: 4

2024-03-11 16:17:53 - target 7: x: 61, y: 17

2024-03-11 16:17:53 - target 8: x: 60, y: 5

2024-03-11 16:17:53 - target 9: x: 0, y: 0

2024-03-11 16:17:53 - drone x: 23, y: 10

2024-03-11 16:17:53 - Height x: 38, width y: 151

2024-03-11 16:17:53 - world loop 248

2024-03-11 16:17:56 - target 1: x: 109, y: 24

2024-03-11 16:17:56 - target 2: x: 33, y: 29

2024-03-11 16:17:56 - target 3: x: 97, y: 29

2024-03-11 16:17:56 - target 4: x: 18, y: 29

2024-03-11 16:17:56 - target 5: x: 145, y: 11

2024-03-11 16:17:56 - target 6: x: 75, y: 4

2024-03-11 16:17:56 - target 7: x: 61, y: 17

2024-03-11 16:17:56 - target 8: x: 60, y: 5

2024-03-11 16:17:56 - target 9: x: 0, y: 0

2024-03-11 16:17:56 - drone x: 23, y: 10

2024-03-11 16:17:56 - Height x: 38, width y: 151

2024-03-11 16:17:56 - world loop 248

2024-03-11 16:17:58 - target 1: x: 109, y: 24

2024-03-11 16:17:58 - target 2: x: 33, y: 29

2024-03-11 16:17:58 - target 3: x: 97, y: 29

2024-03-11 16:17:58 - target 4: x: 18, y: 29

2024-03-11 16:17:58 - target 5: x: 145, y: 11

2024-03-11 16:17:58 - target 6: x: 75, y: 4

2024-03-11 16:17:58 - target 7: x: 61, y: 17

2024-03-11 16:17:58 - target 8: x: 60, y: 5

2024-03-11 16:17:58 - target 9: x: 0, y: 0

2024-03-11 16:17:58 - drone x: 24, y: 10

2024-03-11 16:17:58 - Height x: 38, width y: 151

2024-03-11 16:17:58 - world loop 248

2024-03-11 16:18:01 - target 1: x: 109, y: 24

2024-03-11 16:18:01 - target 2: x: 33, y: 29

2024-03-11 16:18:01 - target 3: x: 97, y: 29

2024-03-11 16:18:01 - target 4: x: 18, y: 29

2024-03-11 16:18:01 - target 5: x: 145, y: 11

2024-03-11 16:18:01 - target 6: x: 75, y: 4

2024-03-11 16:18:01 - target 7: x: 61, y: 17

2024-03-11 16:18:01 - target 8: x: 60, y: 5

2024-03-11 16:18:01 - target 9: x: 0, y: 0

2024-03-11 16:18:01 - drone x: 24, y: 10

2024-03-11 16:18:01 - Height x: 38, width y: 151

2024-03-11 16:18:01 - world loop 248

2024-03-11 16:18:03 - target 1: x: 109, y: 24

2024-03-11 16:18:03 - target 2: x: 33, y: 29

2024-03-11 16:18:03 - target 3: x: 97, y: 29

2024-03-11 16:18:03 - target 4: x: 18, y: 29

2024-03-11 16:18:03 - target 5: x: 145, y: 11

2024-03-11 16:18:03 - target 6: x: 75, y: 4

2024-03-11 16:18:03 - target 7: x: 61, y: 17

2024-03-11 16:18:03 - target 8: x: 60, y: 5

2024-03-11 16:18:03 - target 9: x: 0, y: 0

2024-03-11 16:18:03 - drone x: 25, y: 10

2024-03-11 16:18:03 - Height x: 38, width y: 151

2024-03-11 16:18:03 - world loop 248

2024-03-11 16:18:05 - target 1: x: 109, y: 24

2024-03-11 16:18:05 - target 2: x: 33, y: 29

2024-03-11 16:18:05 - target 3: x: 97, y: 29

2024-03-11 16:18:05 - target 4: x: 18, y: 29

2024-03-11 16:18:05 - target 5: x: 145, y: 11

2024-03-11 16:18:05 - target 6: x: 75, y: 4

2024-03-11 16:18:05 - target 7: x: 61, y: 17

2024-03-11 16:18:05 - target 8: x: 60, y: 5

2024-03-11 16:18:05 - target 9: x: 0, y: 0

2024-03-11 16:18:05 - drone x: 26, y: 10

2024-03-11 16:18:05 - Height x: 38, width y: 151

2024-03-11 16:18:05 - world loop 248

2024-03-11 16:18:08 - target 1: x: 109, y: 24

2024-03-11 16:18:08 - target 2: x: 33, y: 29

2024-03-11 16:18:08 - target 3: x: 97, y: 29

2024-03-11 16:18:08 - target 4: x: 18, y: 29

2024-03-11 16:18:08 - target 5: x: 145, y: 11

2024-03-11 16:18:08 - target 6: x: 75, y: 4

2024-03-11 16:18:08 - target 7: x: 61, y: 17

2024-03-11 16:18:08 - target 8: x: 60, y: 5

2024-03-11 16:18:08 - target 9: x: 0, y: 0

2024-03-11 16:18:08 - drone x: 26, y: 10

2024-03-11 16:18:08 - Height x: 38, width y: 151

2024-03-11 16:18:08 - world loop 248

2024-03-11 16:18:10 - target 1: x: 109, y: 24

2024-03-11 16:18:10 - target 2: x: 33, y: 29

2024-03-11 16:18:10 - target 3: x: 97, y: 29

2024-03-11 16:18:10 - target 4: x: 18, y: 29

2024-03-11 16:18:10 - target 5: x: 145, y: 11

2024-03-11 16:18:10 - target 6: x: 75, y: 4

2024-03-11 16:18:10 - target 7: x: 61, y: 17

2024-03-11 16:18:10 - target 8: x: 60, y: 5

2024-03-11 16:18:10 - target 9: x: 0, y: 0

2024-03-11 16:18:10 - drone x: 27, y: 10

2024-03-11 16:18:10 - Height x: 38, width y: 151

2024-03-11 16:18:10 - world loop 248

2024-03-11 16:18:11 - target 1: x: 109, y: 24

2024-03-11 16:18:11 - target 2: x: 33, y: 29

2024-03-11 16:18:11 - target 3: x: 97, y: 29

2024-03-11 16:18:11 - target 4: x: 18, y: 29

2024-03-11 16:18:11 - target 5: x: 145, y: 11

2024-03-11 16:18:11 - target 6: x: 75, y: 4

2024-03-11 16:18:11 - target 7: x: 61, y: 17

2024-03-11 16:18:11 - target 8: x: 60, y: 5

2024-03-11 16:18:11 - target 9: x: 0, y: 0

2024-03-11 16:18:11 - drone x: 27, y: 10

2024-03-11 16:18:11 - Height x: 38, width y: 151

2024-03-11 16:18:11 - world loop 248

2024-03-11 16:18:13 - target 1: x: 109, y: 24

2024-03-11 16:18:13 - target 2: x: 33, y: 29

2024-03-11 16:18:13 - target 3: x: 97, y: 29

2024-03-11 16:18:13 - target 4: x: 18, y: 29

2024-03-11 16:18:13 - target 5: x: 145, y: 11

2024-03-11 16:18:13 - target 6: x: 75, y: 4

2024-03-11 16:18:13 - target 7: x: 61, y: 17

2024-03-11 16:18:13 - target 8: x: 60, y: 5

2024-03-11 16:18:13 - target 9: x: 0, y: 0

2024-03-11 16:18:13 - drone x: 28, y: 10

2024-03-11 16:18:13 - Height x: 38, width y: 151

2024-03-11 16:18:13 - world loop 248

2024-03-11 16:18:14 - target 1: x: 109, y: 24

2024-03-11 16:18:14 - target 2: x: 33, y: 29

2024-03-11 16:18:14 - target 3: x: 97, y: 29

2024-03-11 16:18:14 - target 4: x: 18, y: 29

2024-03-11 16:18:14 - target 5: x: 145, y: 11

2024-03-11 16:18:14 - target 6: x: 75, y: 4

2024-03-11 16:18:14 - target 7: x: 61, y: 17

2024-03-11 16:18:14 - target 8: x: 60, y: 5

2024-03-11 16:18:14 - target 9: x: 0, y: 0

2024-03-11 16:18:14 - drone x: 29, y: 10

2024-03-11 16:18:14 - Height x: 38, width y: 151

2024-03-11 16:18:14 - world loop 248

2024-03-11 16:18:15 - target 1: x: 109, y: 24

2024-03-11 16:18:15 - target 2: x: 33, y: 29

2024-03-11 16:18:15 - target 3: x: 97, y: 29

2024-03-11 16:18:15 - target 4: x: 18, y: 29

2024-03-11 16:18:15 - target 5: x: 145, y: 11

2024-03-11 16:18:15 - target 6: x: 75, y: 4

2024-03-11 16:18:15 - target 7: x: 61, y: 17

2024-03-11 16:18:15 - target 8: x: 60, y: 5

2024-03-11 16:18:15 - target 9: x: 0, y: 0

2024-03-11 16:18:15 - drone x: 29, y: 10

2024-03-11 16:18:15 - Height x: 38, width y: 151

2024-03-11 16:18:15 - world loop 248

2024-03-11 16:18:16 - target 1: x: 109, y: 24

2024-03-11 16:18:16 - target 2: x: 33, y: 29

2024-03-11 16:18:16 - target 3: x: 97, y: 29

2024-03-11 16:18:16 - target 4: x: 18, y: 29

2024-03-11 16:18:16 - target 5: x: 145, y: 11

2024-03-11 16:18:16 - target 6: x: 75, y: 4

2024-03-11 16:18:16 - target 7: x: 61, y: 17

2024-03-11 16:18:16 - target 8: x: 60, y: 5

2024-03-11 16:18:16 - target 9: x: 0, y: 0

2024-03-11 16:18:16 - drone x: 30, y: 10

2024-03-11 16:18:16 - Height x: 38, width y: 151

2024-03-11 16:18:16 - world loop 248

2024-03-11 16:18:17 - target 1: x: 109, y: 24

2024-03-11 16:18:17 - target 2: x: 33, y: 29

2024-03-11 16:18:17 - target 3: x: 97, y: 29

2024-03-11 16:18:17 - target 4: x: 18, y: 29

2024-03-11 16:18:17 - target 5: x: 145, y: 11

2024-03-11 16:18:17 - target 6: x: 75, y: 4

2024-03-11 16:18:17 - target 7: x: 61, y: 17

2024-03-11 16:18:17 - target 8: x: 60, y: 5

2024-03-11 16:18:17 - target 9: x: 0, y: 0

2024-03-11 16:18:17 - drone x: 30, y: 10

2024-03-11 16:18:17 - Height x: 38, width y: 151

2024-03-11 16:18:17 - world loop 248

2024-03-11 16:18:19 - target 1: x: 109, y: 24

2024-03-11 16:18:19 - target 2: x: 33, y: 29

2024-03-11 16:18:19 - target 3: x: 97, y: 29

2024-03-11 16:18:19 - target 4: x: 18, y: 29

2024-03-11 16:18:19 - target 5: x: 145, y: 11

2024-03-11 16:18:19 - target 6: x: 75, y: 4

2024-03-11 16:18:19 - target 7: x: 61, y: 17

2024-03-11 16:18:19 - target 8: x: 60, y: 5

2024-03-11 16:18:19 - target 9: x: 0, y: 0

2024-03-11 16:18:19 - drone x: 31, y: 10

2024-03-11 16:18:19 - Height x: 38, width y: 151

2024-03-11 16:18:19 - world loop 248

2024-03-11 16:18:20 - target 1: x: 109, y: 24

2024-03-11 16:18:20 - target 2: x: 33, y: 29

2024-03-11 16:18:20 - target 3: x: 97, y: 29

2024-03-11 16:18:20 - target 4: x: 18, y: 29

2024-03-11 16:18:20 - target 5: x: 145, y: 11

2024-03-11 16:18:20 - target 6: x: 75, y: 4

2024-03-11 16:18:20 - target 7: x: 61, y: 17

2024-03-11 16:18:20 - target 8: x: 60, y: 5

2024-03-11 16:18:20 - target 9: x: 0, y: 0

2024-03-11 16:18:20 - drone x: 32, y: 10

2024-03-11 16:18:20 - Height x: 38, width y: 151

2024-03-11 16:18:20 - world loop 248

2024-03-11 16:18:21 - target 1: x: 109, y: 24

2024-03-11 16:18:21 - target 2: x: 33, y: 29

2024-03-11 16:18:21 - target 3: x: 97, y: 29

2024-03-11 16:18:21 - target 4: x: 18, y: 29

2024-03-11 16:18:21 - target 5: x: 145, y: 11

2024-03-11 16:18:21 - target 6: x: 75, y: 4

2024-03-11 16:18:21 - target 7: x: 61, y: 17

2024-03-11 16:18:21 - target 8: x: 60, y: 5

2024-03-11 16:18:21 - target 9: x: 0, y: 0

2024-03-11 16:18:21 - drone x: 32, y: 10

2024-03-11 16:18:21 - Height x: 38, width y: 151

2024-03-11 16:18:21 - world loop 248

2024-03-11 16:18:23 - target 1: x: 109, y: 24

2024-03-11 16:18:23 - target 2: x: 33, y: 29

2024-03-11 16:18:23 - target 3: x: 97, y: 29

2024-03-11 16:18:23 - target 4: x: 18, y: 29

2024-03-11 16:18:23 - target 5: x: 145, y: 11

2024-03-11 16:18:23 - target 6: x: 75, y: 4

2024-03-11 16:18:23 - target 7: x: 61, y: 17

2024-03-11 16:18:23 - target 8: x: 60, y: 5

2024-03-11 16:18:23 - target 9: x: 0, y: 0

2024-03-11 16:18:23 - drone x: 33, y: 10

2024-03-11 16:18:23 - Height x: 38, width y: 151

2024-03-11 16:18:23 - world loop 248

2024-03-11 16:18:26 - target 1: x: 109, y: 24

2024-03-11 16:18:26 - target 2: x: 33, y: 29

2024-03-11 16:18:26 - target 3: x: 97, y: 29

2024-03-11 16:18:26 - target 4: x: 18, y: 29

2024-03-11 16:18:26 - target 5: x: 145, y: 11

2024-03-11 16:18:26 - target 6: x: 75, y: 4

2024-03-11 16:18:26 - target 7: x: 61, y: 17

2024-03-11 16:18:26 - target 8: x: 60, y: 5

2024-03-11 16:18:26 - target 9: x: 0, y: 0

2024-03-11 16:18:26 - drone x: 33, y: 10

2024-03-11 16:18:26 - Height x: 38, width y: 151

